"module name","license","repository"
"@babel/plugin-syntax-unicode-sets-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-generator-functions@7.28.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.28.4","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-class-properties@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-class-static-block@7.28.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.28.4","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.28.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-named-capturing-groups-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dynamic-import@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-explicit-resource-management@7.28.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-export-namespace-from@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-flow-strip-types@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-json-strings@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-logical-assignment-operators@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-nullish-coalescing-operator@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-numeric-separator@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-rest-spread@7.28.4","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-optional-catch-binding@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-optional-chaining@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.27.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-private-methods@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-private-property-in-object@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-constant-elements@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-display-name@7.28.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-development@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-self@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-source@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-pure-annotations@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.28.4","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regexp-modifiers@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-runtime@7.28.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typescript@7.28.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-property-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-sets-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.28.3","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.6-no-external-plugins","MIT","https://github.com/babel/preset-modules"
"@babel/preset-react@7.27.1","MIT","https://github.com/babel/babel"
"@babel/preset-typescript@7.27.1","MIT","https://github.com/babel/babel"
"@babel/runtime@7.28.4","MIT","https://github.com/babel/babel"
"@babel/template@7.27.2","MIT","https://github.com/babel/babel"
"@babel/traverse@7.28.4","MIT","https://github.com/babel/babel"
"@babel/types@7.28.4","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@csstools/normalize.css@12.1.1","CC0-1.0","https://github.com/csstools/normalize.css"
"@csstools/postcss-cascade-layers@1.1.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-color-function@1.1.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-font-format-keywords@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-hwb-function@1.0.2","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-ic-unit@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-is-pseudo-class@2.0.7","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-nested-calc@1.0.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-normalize-display-values@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-oklab-function@1.1.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-progressive-custom-properties@1.3.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-stepped-value-functions@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-text-decoration-shorthand@1.0.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-trigonometric-functions@1.0.2","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-unset-value@1.0.2","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/selector-specificity@2.2.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@dnd-kit/accessibility@3.1.1","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/core@6.3.1","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/sortable@8.0.0","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/utilities@3.2.2","MIT","https://github.com/clauderic/dnd-kit"
"@egjs/hammerjs@2.0.17","MIT","https://github.com/naver/hammer.js"
"@emotion/babel-plugin@11.13.5","MIT","https://github.com/emotion-js/emotion/tree/main/packages/babel-plugin"
"@emotion/cache@11.14.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/cache"
"@emotion/hash@0.9.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/hash"
"@emotion/is-prop-valid@1.4.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/is-prop-valid"
"@emotion/memoize@0.9.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/memoize"
"@emotion/react@11.14.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/react"
"@emotion/serialize@1.3.3","MIT","https://github.com/emotion-js/emotion/tree/main/packages/serialize"
"@emotion/sheet@1.4.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/sheet"
"@emotion/styled@11.14.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/styled"
"@emotion/unitless@0.10.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/unitless"
"@emotion/use-insertion-effect-with-fallbacks@1.2.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/use-insertion-effect-with-fallbacks"
"@emotion/utils@1.4.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/utils"
"@emotion/weak-memoize@0.4.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/weak-memoize"
"@eslint-community/eslint-utils@4.8.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.12.1","MIT","https://github.com/eslint-community/regexpp"
"@eslint/eslintrc@2.1.4","MIT","https://github.com/eslint/eslintrc"
"@eslint/js@8.57.1","MIT","https://github.com/eslint/eslint"
"@hapi/hoek@9.3.0","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/topo@5.1.0","BSD-3-Clause","https://github.com/hapijs/topo"
"@humanwhocodes/config-array@0.13.0","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/object-schema@2.0.3","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@isaacs/ttlcache@1.4.1","ISC","https://github.com/isaacs/ttlcache"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/console@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/console@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/core@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/core@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/create-cache-key-function@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/environment@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/environment@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/expect-utils@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/expect@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/fake-timers@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/globals@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/globals@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/reporters@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/reporters@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/schemas@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/schemas@29.6.3","MIT","https://github.com/jestjs/jest"
"@jest/source-map@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/source-map@29.6.3","MIT","https://github.com/jestjs/jest"
"@jest/test-result@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-result@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/test-result@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/test-sequencer@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/transform@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/transform@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/types@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/types@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/types@29.6.3","MIT","https://github.com/jestjs/jest"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/source-map@0.3.11","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.30","MIT","https://github.com/jridgewell/sourcemaps"
"@jsamr/counter-style@2.0.2","MIT","https://github.com/jsamr/react-native-li"
"@jsamr/react-native-li@2.3.1","MIT","https://github.com/jsamr/react-native-li"
"@jsonjoy.com/base64@1.1.2","Apache-2.0","https://github.com/jsonjoy-com/base64"
"@jsonjoy.com/buffers@1.0.0","Apache-2.0","https://github.com/jsonjoy-com/buffers"
"@jsonjoy.com/codegen@1.0.0","Apache-2.0","https://github.com/jsonjoy-com/codegen"
"@jsonjoy.com/json-pack@1.11.0","Apache-2.0","https://github.com/jsonjoy-com/json-pack"
"@jsonjoy.com/json-pointer@1.0.2","Apache-2.0","https://github.com/jsonjoy-com/json-pointer"
"@jsonjoy.com/util@1.9.0","Apache-2.0","https://github.com/jsonjoy-com/util"
"@leichtgewicht/ip-codec@2.0.5","MIT","https://github.com/martinheidegger/ip-codec"
"@mui/core-downloads-tracker@6.5.0","MIT","https://github.com/mui/material-ui"
"@mui/icons-material@6.5.0","MIT","https://github.com/mui/material-ui"
"@mui/material@6.5.0","MIT","https://github.com/mui/material-ui"
"@mui/private-theming@6.4.9","MIT","https://github.com/mui/material-ui"
"@mui/styled-engine@6.5.0","MIT","https://github.com/mui/material-ui"
"@mui/system@6.5.0","MIT","https://github.com/mui/material-ui"
"@mui/types@7.2.24","MIT","https://github.com/mui/material-ui"
"@mui/utils@6.4.9","MIT","https://github.com/mui/material-ui"
"@mui/x-date-pickers@7.29.4","MIT","https://github.com/mui/mui-x"
"@mui/x-internals@7.29.0","MIT","https://github.com/mui/mui-x"
"@native-html/css-processor@1.11.0","MIT","https://github.com/native-html/core"
"@native-html/transient-render-engine@11.2.3","MIT","https://github.com/native-html/core"
"@nicolo-ribaudo/eslint-scope-5-internals@5.1.1-v1","MIT",""
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@pmmmwh/react-refresh-webpack-plugin@0.5.17","MIT","https://github.com/pmmmwh/react-refresh-webpack-plugin"
"@popperjs/core@2.11.8","MIT","https://github.com/popperjs/popper-core"
"@react-native-async-storage/async-storage@2.2.0","MIT","https://github.com/react-native-async-storage/async-storage"
"@react-native-community/cli-clean@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-config-android@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-config-apple@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-config@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-debugger-ui@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-doctor@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-platform-android@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-platform-apple@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-platform-ios@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-server-api@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-tools@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli-types@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/cli@15.1.3","MIT","https://github.com/react-native-community/cli"
"@react-native-community/datetimepicker@8.4.4","MIT","https://github.com/react-native-community/datetimepicker"
"@react-native/assets-registry@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/babel-plugin-codegen@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/babel-preset@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/codegen@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/community-cli-plugin@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/debugger-frontend@0.81.1","BSD-3-Clause","https://github.com/facebook/react-native"
"@react-native/dev-middleware@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/gradle-plugin@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/js-polyfills@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/metro-babel-transformer@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/metro-config@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/new-app-screen@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/normalize-colors@0.74.89","MIT","https://github.com/facebook/react-native"
"@react-native/normalize-colors@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-native/virtualized-lists@0.81.1","MIT","https://github.com/facebook/react-native"
"@react-navigation/bottom-tabs@7.4.7","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/core@7.12.4","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/elements@2.6.4","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/native-stack@7.3.26","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/native@7.1.17","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/routers@7.5.1","MIT","https://github.com/react-navigation/react-navigation"
"@react-navigation/stack@7.4.8","MIT","https://github.com/react-navigation/react-navigation"
"@rollup/plugin-babel@5.3.1","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-node-resolve@11.2.1","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-replace@2.4.2","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@3.1.0","MIT","https://github.com/rollup/plugins"
"@rtsao/scc@1.1.0","MIT","https://github.com/rtsao/scc"
"@rushstack/eslint-patch@1.12.0","MIT","https://github.com/microsoft/rushstack"
"@sideway/address@4.1.5","BSD-3-Clause","https://github.com/sideway/address"
"@sideway/formula@3.0.1","BSD-3-Clause","https://github.com/sideway/formula"
"@sideway/pinpoint@2.0.0","BSD-3-Clause","https://github.com/sideway/pinpoint"
"@sinclair/typebox@0.24.51","MIT","https://github.com/sinclairzx81/typebox"
"@sinclair/typebox@0.27.8","MIT","https://github.com/sinclairzx81/typebox"
"@sinonjs/commons@1.8.6","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/commons@3.0.1","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@10.3.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@sinonjs/fake-timers@8.1.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@surma/rollup-plugin-off-main-thread@2.2.3","Apache-2.0","https://github.com/surma/rollup-plugin-off-main-thread"
"@svgr/babel-plugin-add-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-add-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-empty-expression@5.0.1","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-empty-expression"
"@svgr/babel-plugin-replace-jsx-attribute-value@5.0.1","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-replace-jsx-attribute-value"
"@svgr/babel-plugin-svg-dynamic-title@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-svg-dynamic-title"
"@svgr/babel-plugin-svg-em-dimensions@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-svg-em-dimensions"
"@svgr/babel-plugin-transform-react-native-svg@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-transform-react-native-svg"
"@svgr/babel-plugin-transform-svg-component@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-transform-svg-component"
"@svgr/babel-preset@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-preset"
"@svgr/core@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/core"
"@svgr/hast-util-to-babel-ast@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/hast-util-to-babel-ast"
"@svgr/plugin-jsx@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/plugin-jsx"
"@svgr/plugin-svgo@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/plugin-svgo"
"@svgr/webpack@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/webpack"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@trysound/sax@0.2.0","ISC","https://github.com/svg/sax"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bonjour@3.5.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect-history-api-fallback@1.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
